Workout DateTime,Program,Day Name,Exercise,Is Warmup Set?,Required Reps,Completed Reps,Is AMRAP?,Required RPE,Completed RPE,Log RPE?,Required Weight Value,Required Weight Unit,Completed Weight Value,Completed Weight Unit,Ask Weight?,Completed Reps Time,Target Muscles,Synergist Muscles,Notes
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Rear Delt Fly, Cable",0,15,12,0,,,0,20,lb,20,lb,0,2026-05-08T18:45:21.311Z,Deltoid Posterior,"Trapezius Middle Fibers,Trapezius Lower Fibers,Infraspinatus,Teres Minor",
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Rear Delt Fly, Cable",0,15,7,0,,,0,20,lb,20,lb,0,2026-05-08T18:46:37.986Z,Deltoid Posterior,"Trapezius Middle Fibers,Trapezius Lower Fibers,Infraspinatus,Teres Minor",
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Rear Delt Fly, Cable",0,15,6,0,,,0,20,lb,20,lb,0,2026-05-08T18:47:39.404Z,Deltoid Posterior,"Trapezius Middle Fibers,Trapezius Lower Fibers,Infraspinatus,Teres Minor",
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Triceps Extension, Cable",0,15,13,0,,,0,80,lb,80,lb,0,2026-05-08T18:57:41.573Z,Triceps Brachii,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Triceps Extension, Cable",0,15,6,0,,,0,80,lb,70,lb,0,2026-05-08T18:58:23.050Z,Triceps Brachii,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Triceps Extension, Cable",0,15,5,0,,,0,80,lb,60,lb,0,2026-05-08T18:59:08.106Z,Triceps Brachii,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Finger Curl, Cable",0,20,,0,,,0,100,lb,,,0,,,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Finger Curl, Cable",0,20,,0,,,0,100,lb,,,0,,,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Finger Curl, Cable",0,20,,0,,,0,100,lb,,,0,,,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Reverse Wrist Curl, Cable",0,20,,0,,,0,80,lb,,,0,,Wrist Extensors,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Reverse Wrist Curl, Cable",0,20,,0,,,0,80,lb,,,0,,Wrist Extensors,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Reverse Wrist Curl, Cable",0,20,,0,,,0,80,lb,,,0,,Wrist Extensors,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Wrist Curl, Cable",0,20,,0,,,0,80,lb,,,0,,Wrist Flexors,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Wrist Curl, Cable",0,20,,0,,,0,80,lb,,,0,,Wrist Flexors,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Wrist Curl, Cable",0,20,,0,,,0,80,lb,,,0,,Wrist Flexors,,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Crunch, Leverage Machine",0,15,,0,,,0,130,lb,,,0,,Rectus Abdominis,Obliques,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Crunch, Leverage Machine",0,5,,1,,,0,115,lb,,,0,,Rectus Abdominis,Obliques,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Crunch, Leverage Machine",0,5,,1,,,0,100,lb,,,0,,Rectus Abdominis,Obliques,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Crunch, Leverage Machine",0,5,,1,,,0,85,lb,,,0,,Rectus Abdominis,Obliques,
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Reverse Curl, Cable",0,20,17,0,,,0,50,lb,50,lb,0,2026-05-08T18:53:12.115Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Reverse Curl, Cable",0,20,10,0,,,0,50,lb,50,lb,0,2026-05-08T18:56:01.214Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-05-08T17:50:24.603Z,5 day Hypertrophy,Day 1 - Upper 1,"Reverse Curl, Cable",0,20,,0,,,0,50,lb,,,0,,Brachioradialis,"Biceps Brachii,Brachialis",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Squat,0,1,1,0,9,9,1,152.5,kg,160,kg,0,2026-05-06T19:21:13.191Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Squat,0,3,3,0,,,0,137.5,kg,140,kg,0,2026-05-06T19:25:40.035Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Squat,0,3,3,0,,,0,137.5,kg,140,kg,0,2026-05-06T19:37:25.855Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Deadlift,0,1,1,0,9,9.5,1,162.5,kg,160,kg,0,2026-05-06T19:38:25.577Z,Gluteus Maximus,"Adductor Magnus,Hamstrings,Quadriceps,Soleus",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Deadlift,0,3,3,0,,,0,137.5,kg,140,kg,0,2026-05-06T19:42:51.772Z,Gluteus Maximus,"Adductor Magnus,Hamstrings,Quadriceps,Soleus",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Deadlift,0,3,3,0,,,0,137.5,kg,140,kg,0,2026-05-06T19:50:39.045Z,Gluteus Maximus,"Adductor Magnus,Hamstrings,Quadriceps,Soleus",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,"Back Extension, Bodyweight",0,12,15,0,,,0,70,kg,20,kg,0,2026-05-06T20:05:54.860Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Hamstrings",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,"Back Extension, Bodyweight",0,12,10,0,,,0,70,kg,30,kg,0,2026-05-06T20:10:23.977Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Hamstrings",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,"Back Extension, Bodyweight",0,12,5,0,,,0,70,kg,10,kg,0,2026-05-06T20:10:29.643Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Hamstrings",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Plate Pinch,0,15,,0,,,0,20,kg,,,0,,,,
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Plate Pinch,0,15,,0,,,0,20,kg,,,0,,,,
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Plate Pinch,0,15,,0,,,0,20,kg,,,0,,,,
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Press,0,10,12,0,,,0,40,kg,40,kg,0,2026-05-06T19:57:12.936Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Press,0,10,10,0,,,0,40,kg,40,kg,0,2026-05-06T20:01:10.105Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Press,0,10,,0,,,0,40,kg,,,0,,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Curl,0,15,15,0,,,0,130,lb,130,lb,0,2026-05-06T19:00:07.753Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Curl,0,5,5,1,,,0,115,lb,115,lb,0,2026-05-06T19:03:46.972Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Curl,0,5,5,1,,,0,100,lb,100,lb,0,2026-05-06T19:03:48.180Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Curl,0,5,6,1,,,0,85,lb,85,lb,0,2026-05-06T19:03:49.989Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Curl,0,5,12,1,,,0,85,lb,85,lb,0,2026-05-06T19:03:54.309Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Extension,0,15,15,0,,,0,145,lb,145,lb,0,2026-05-06T20:13:15.231Z,Quadriceps,,
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Extension,0,5,5,1,,,0,130,lb,130,lb,0,2026-05-06T20:15:54.105Z,Quadriceps,,
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Extension,0,5,4,1,,,0,115,lb,115,lb,0,2026-05-06T20:15:55.752Z,Quadriceps,,
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Extension,0,5,4,1,,,0,100,lb,100,lb,0,2026-05-06T20:15:58.832Z,Quadriceps,,
2026-05-06T18:56:40.231Z,5 day Hypertrophy,Day 4 - Lower 2,Leg Extension,0,5,7,1,,,0,100,lb,100,lb,0,2026-05-06T20:16:06.031Z,Quadriceps,,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Bench Press,0,1,1,0,9,9,1,110,kg,100,kg,0,2026-05-05T15:21:51.383Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Bench Press,0,1,3,0,,,0,90,kg,90,kg,0,2026-05-05T15:24:45.965Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Bench Press,0,3,3,0,,,0,85,kg,90,kg,0,2026-05-05T15:28:05.989Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Bench Press,0,3,,0,,,0,85,kg,,,0,,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"High Row, Cable",0,15,,0,,,0,115,lb,,,0,,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"High Row, Cable",0,5,,1,,,0,100,lb,,,0,,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"High Row, Cable",0,5,,1,,,0,85,lb,,,0,,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"High Row, Cable",0,5,,1,,,0,70,lb,,,0,,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Chest Press, Leverage Machine",0,12,10,0,,,0,70,kg,70,kg,0,2026-05-05T15:07:27.579Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Chest Press, Leverage Machine",0,12,8,0,,,0,70,kg,70,kg,0,2026-05-05T15:10:31.622Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Chest Press, Leverage Machine",0,12,7,0,,,0,70,kg,70,kg,0,2026-05-05T15:20:45.901Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Shrug,0,12,,0,,,0,110,kg,,,0,,Trapezius Upper Fibers,"Levator Scapulae,Trapezius Middle Fibers",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Shrug,0,12,,0,,,0,110,kg,,,0,,Trapezius Upper Fibers,"Levator Scapulae,Trapezius Middle Fibers",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Shrug,0,12,,0,,,0,110,kg,,,0,,Trapezius Upper Fibers,"Levator Scapulae,Trapezius Middle Fibers",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Lat Prayer, Cable",0,15,,0,,,0,100,lb,,,0,,,,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Lat Prayer, Cable",0,15,,0,,,0,100,lb,,,0,,,,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Lat Prayer, Cable",0,15,,0,,,0,100,lb,,,0,,,,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Face Pull, Cable",0,20,,0,,,0,90,lb,,,0,,Deltoid Posterior,"Brachialis,Brachioradialis,Deltoid Lateral,Infraspinatus,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Face Pull, Cable",0,20,,0,,,0,90,lb,,,0,,Deltoid Posterior,"Brachialis,Brachioradialis,Deltoid Lateral,Infraspinatus,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Face Pull, Cable",0,20,,0,,,0,90,lb,,,0,,Deltoid Posterior,"Brachialis,Brachioradialis,Deltoid Lateral,Infraspinatus,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Triceps Extension, Cable",0,15,,0,,,0,80,lb,,,0,,Triceps Brachii,,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Triceps Extension, Cable",0,15,,0,,,0,80,lb,,,0,,Triceps Brachii,,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Triceps Extension, Cable",0,15,,0,,,0,80,lb,,,0,,Triceps Brachii,,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Reverse Curl, Cable",0,20,,0,,,0,50,lb,,,0,,Brachioradialis,"Biceps Brachii,Brachialis",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Reverse Curl, Cable",0,20,,0,,,0,50,lb,,,0,,Brachioradialis,"Biceps Brachii,Brachialis",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Reverse Curl, Cable",0,20,,0,,,0,50,lb,,,0,,Brachioradialis,"Biceps Brachii,Brachialis",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Preacher Curl, Leverage Machine",0,15,,0,,,0,40,lb,,,0,,Brachialis,"Biceps Brachii,Brachioradialis",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Preacher Curl, Leverage Machine",0,30,,0,,,0,,,,,0,,Brachialis,"Biceps Brachii,Brachioradialis",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Crunch, Leverage Machine",0,15,11,0,,,0,130,lb,130,lb,0,2026-05-05T15:54:24.588Z,Rectus Abdominis,Obliques,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Crunch, Leverage Machine",0,5,5,1,,,0,115,lb,115,lb,0,2026-05-05T15:55:13.204Z,Rectus Abdominis,Obliques,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Crunch, Leverage Machine",0,5,5,1,,,0,100,lb,100,lb,0,2026-05-05T15:55:56.449Z,Rectus Abdominis,Obliques,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Crunch, Leverage Machine",0,5,5,1,,,0,85,lb,85,lb,0,2026-05-05T15:56:35.128Z,Rectus Abdominis,Obliques,
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Pendlay Row,0,12,8,0,,,0,70,kg,80,kg,0,2026-05-05T14:54:14.174Z,"Deltoid Posterior,Infraspinatus,Latissimus Dorsi,Teres Major,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Pectoralis Major Sternal Head",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Pendlay Row,0,12,6,0,,,0,70,kg,80,kg,0,2026-05-05T14:56:57.377Z,"Deltoid Posterior,Infraspinatus,Latissimus Dorsi,Teres Major,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Pectoralis Major Sternal Head",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,Pendlay Row,0,12,5,0,,,0,70,kg,80,kg,0,2026-05-05T15:08:43.087Z,"Deltoid Posterior,Infraspinatus,Latissimus Dorsi,Teres Major,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Pectoralis Major Sternal Head",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Incline Chest Press, Leverage Machine",0,10,9,0,,,0,40,kg,40,kg,0,2026-05-05T15:36:56.463Z,Pectoralis Major Clavicular Head,"Deltoid Anterior,Pectoralis Major Sternal Head,Triceps Brachii",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Incline Chest Press, Leverage Machine",0,10,8,0,,,0,40,kg,40,kg,0,2026-05-05T15:48:11.876Z,Pectoralis Major Clavicular Head,"Deltoid Anterior,Pectoralis Major Sternal Head,Triceps Brachii",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Shrug, Smith Machine",0,,8,0,,,0,,,60,kg,0,2026-05-05T15:47:48.464Z,Trapezius Upper Fibers,"Levator Scapulae,Trapezius Middle Fibers",
2026-05-05T14:52:26.579Z,5 day Hypertrophy,Day 3 - Upper 2,"Shrug, Smith Machine",0,8,10,0,,,0,60,kg,60,kg,0,2026-05-05T15:52:50.508Z,Trapezius Upper Fibers,"Levator Scapulae,Trapezius Middle Fibers",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Leg Curl,0,15,15,0,,,0,115,lb,130,lb,0,2026-05-02T17:43:39.791Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Leg Curl,0,5,6,1,,,0,100,lb,115,lb,0,2026-05-02T17:45:19.842Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Leg Curl,0,5,6,1,,,0,85,lb,100,lb,0,2026-05-02T17:45:17.861Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Leg Curl,0,5,7,1,,,0,70,lb,85,lb,0,2026-05-02T17:46:11.536Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Leg Curl,0,5,10,1,,,0,70,lb,85,lb,0,2026-05-02T17:47:01.029Z,Hamstrings,"Gastrocnemius,Sartorius",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Squat,0,1,1,0,9,9,1,152.5,kg,150,kg,0,2026-05-02T18:01:37.672Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Squat,0,3,3,0,,,0,127.5,kg,130,kg,0,2026-05-02T18:05:32.772Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Squat,0,3,3,0,,,0,127.5,kg,130,kg,0,2026-05-02T18:14:52.861Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Sumo Deadlift,0,1,1,0,9,9,1,152.5,kg,170,kg,0,2026-05-02T18:23:56.525Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Quadriceps,Soleus",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Sumo Deadlift,0,3,3,0,,,0,145,kg,145,kg,0,2026-05-02T18:27:47.154Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Quadriceps,Soleus",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,Sumo Deadlift,0,3,3,0,,,0,145,kg,145,kg,0,2026-05-02T18:35:43.704Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Quadriceps,Soleus",
2026-05-02T17:40:16.122Z,5 day Hypertrophy,Day 2 - Lower 1,"Romanian Deadlift, Barbell",0,10,6,0,,,0,100,kg,100,kg,0,2026-05-02T18:35:48.671Z,Gluteus Maximus,"Adductor Magnus,Erector Spinae,Hamstrings",
